,Text
563325,I tried this cookie and LOVED IT!! I have a four year old who is obsessed with anything sweet(but hey who isnt?) an and she absolutely loved this cookie as well. We will definitely be purchasing this again...Thanks to influenster.com for sending us the sample to try out!!
563326,I loved the flavor of the Quaker Soft Baked cookies. They are so soft and chewy. And my grandchildren love them so i always keep a box in the house. I will for sure keep buying these cookies.
563327,I love oatmeal cookies but not from a package.  I was pleasantly surprised at how delicious these are and actually taste home baked!  Good job Quaker!
563328,"This cookie was absolutely delicious. I received it free in my influenster Mom Voxbox. I only had 1 bite since I shared it with my boys but it that one bite was good enough to tell me it was delicious. It was soft, chewy, satisfying. My kids loved it and wanted more. We have even went and bought some more when we went grocery shopping."
563329,I loved the chewyness of the cookie. I was initially worried that it would be cloyingly sweet but the oatmeal gave it a lovely texture without adding too much unnecessary sugar. Will definitely purchase this product. Thanks to Influenster I got to try this product for free!
563330,"Very soft chewy, and yummy! Heat it up in the microwave for a few seconds and it tastes even better! Definitely worth trying not hard ,not to chewy and not to sweet just right. Kids love them 2 :)"
563331,"The cookie minus the raisins, which I don't care for, were great. Its rather tasty to have such a high nutritional value. I am interested in trying other flavors."
563332,"I got a free cookie, from Influenster.com a few weeks ago, and it didn't make it for much longer than 5 minutes.<br /><br />I opened my box, I got my stuff out, I went to get my camera so I could make an ""unpacking"" video, and when I got back, the cookie was gone, and there was a really guilty looking 5 yr old sitting beside the empty wrapper.<br /><br />So I never got to try it. :( But judging from the satisfied look on my daughter's face, she LOVED it!"
563333,These cookies are great for in the morning when you are in a rush and don't have time to make breakfast they are so tasty! They are even better warmed up. These are also great to keep around for the kids for snack time or to put in there lunch box for school.
563334,"Very soft chewy, and yummy! Heat it up in the microwave for a few seconds and it tastes even better! Definitely worth trying and buyin!"
563335,"Delicious. Soft, ""almost"" falls apart soft. Great cinnamon flavor. I allowed myself to only eat half of it at a time so I could savor it."
563336,"These Cookies are delicious! My kid absolutely loved them. I love that they are individually packed, it makes such an easy grab and go snack ! great product."
563337,"Mmm! I think that about sums it up. I love how soft these are. I couldn't stop eating them and I'm ashamed to say that I want to buy more. Bye-bye, diet. :("
563338,this cookie tastes soo good im really not a fan of raisins but when i tasted this cookie it was like another thing i really recommend it its so good and delicious
563339,"I received a Quaker Soft Baked Oatmeal Cookie to test from Influenster via the Mom VoxBox. My 3 year old son loved the cookie - each cookie is pretty large, very soft and full of raisins. If you buy a package of 6, they are individually wrapped which is great for travel. It is great that they are made with whole grain Quaker oats - and that they have a nice helping of raisins. They are still a cookie though and have 12 grams of sugar per cookie. I did buy a box for my son for an occasional treat."
563340,"I recieved one of these to try out in my Influenster Mom Vox Box. I am not a huge raisin fan but I really enjoyed this cookie. So I was happy to see that the cookie didn't have too many raisins in it but enough to get some in every bite and still be able to taste the cookie. Most oatmeal cookies leave a thick,dry feeling in your mouth but nothing like that with this one, perhaps because it was so soft and chewy. They are on my list to buy again. The cookie was super soft, great for my 1 year old to eat. It was also big enough that I could split it between both kids. I would suggest these to anyone looking for a delicious cookie."
563341,These were surprisingly tasty. My kids loved them too and they are a great on the go snack. They offer a quick pick me up and aren't too messy in the car when on the go.
563342,I got a free bar in my voxbox from influenster and wow!! Soo yummy!! It melts in your mouth and even my 2 year old loved it!
563343,"Was fortunate enough to receive this in my mommy Voxbox :) I've tried these delicious cookies before, but it was the first time I had shared one with my son. Needless to say, he loved it. I believe it was good because it somewhat melts in your mouth & is really easy to chew (he's 2) .. I will definitely be repurchasing these for us!!"
563344,I was able to try this yummy cookie when it came in my momvox and i have to say i don't like raisins but when i took my first bite i was very amazed at how good it tasted i would defiantly buy theses for myself as well as my family
563345,"I got this cookie as a part of my Mom Box from VoxBox. I'm not too keen on oatmeal cookies, but this one was surprisingly good. I guess I'm more used to them being hard so I really liked the soft chewiness of my cookie. Now a chocolate chip one would be fab!"
563346,"These are amazing, soft, and fresh! They taste great and I bought more after I got a free sample from my Mom Vox Box from Influenster~~~ so yummy."
563347,"Great brand provides a great cookie.  They are soft and have lots of flavor, definitely worth your money.  I received a sample of this from Influenster and am not a fan of raisins, but I agreed to try and review so I gave it a whirl.  I was pleasantly surprised at how much I enjoyed this.  I can't wait to try other kinds!<br /><br />[...]"
563348,I love love love these yummy snacks. Great for an on the go morning. and the kids love them too!
563349,This cookie is so good.  It tasted great.  I ate it faster then I could get it out the box.  I am definately buying more soon!
563350,"These are amazing, soft, and fresh! They taste great and I bought more after I got a free sample from my Mom Vox Box from Influenster~~~ so yummy."
563351,"This cookies are amazingly good. I got a free sample in my Mom Vox Box from Influenster and am glad I got to try them out. I'm usually not a fan of oatmeal cookies but these were so soft and moist and had me wanting more. Not only are they good but they're good for you, they're low in fat and high in fiber so they make for a good afternoon snack or evening dessert. I can't wait to go buy more at the store!"
563352,"I can't wait to pick up some more of these! I love soft, chewy cookies and these definitely hit the spot."
563353,"I love this product, it was delicious and my daughter enjoyed it as well, i cant wait to get my hands on more !"
563354,"Quaker is a trusted brand that has always had great products and this in no different. The cookies are soft , chewy and very fresh. I love that the cookies are individually wrapped for easy snacks or lunches. Its a treat that I feel good giving my family. Will be buying in the future!"
